Utterance_Das,Original_Label,DeepSeek
Hey! (Greeting) ,joy,neutral
Oh. (Backchannel) ,neutral,neutral
Wow! It looks like the Easter Bunny's funeral in here. (Others) ,surprise,surprise
"Come on, come on, we're-we're-we're lighting the candles! (Command) ",joy,joy
Oh. (Backchannel) ,neutral,neutral
Oh. (Backchannel) ,neutral,neutral
"Okay, I understand why (Acknowledge) ",neutral,neutral
"Yeah, sure. Good luck! (Greeting) ",joy,joy
I'm quitting!! Woo-hoo! I'm okay!! I'm all right!! (Statement Non Opinion) ,joy,joy
"Wow! That's exciting, you went to Japan, made up a woman. (Statement Non Opinion) ",surprise,surprise
What? (Question) ,neutral,surprise
"I'm just saying, this woman, I mean she's fictitious. No? (Answer) ",surprise,neutral
Why would you say that? (Question) ,neutral,anger
Cause you're still into Monica. (Answer) ,neutral,neutral
"So you told her there was somebody else so she would agree to work with you, so 'cause you figure oh if you spent a lot of time together, maybe something might happen, and... (Statement Non Opinion) ",neutral,neutral
You're good. You're good! (Acknowledge) ,joy,joy
"Yeah, no, I'm fairly intuitive and psychic. It's a substantial gift. (Agreement) ",neutral,joy
"Listen, can you promise me that you won't tell her though? (Question) ",fear,neutral
"Absolutely, oh I promise. Tell her what? (Answer) ",neutral,neutral
Thanks a lot. (Acknowledge) ,neutral,neutral
"No I'm serious. I mean I'm intuitive, but my memory sucks. (Statement Non Opinion) ",neutral,neutral
"Excuse me, pardon me, excuse me, excuse me, sorry. Hi. (Apology) ",neutral,sadness
"For God's sake, will you let it go? There's no Rachel! (Others) ",anger,anger
"Oh, hey, hey, I got that. (Statement Non Opinion) ",neutral,neutral
"Oh, thanks, sweetie. (Acknowledge) ",joy,joy
No problem. I cannot wait for you to meet my friends. (Statement Non Opinion) ,joy,joy
Really? (Question) ,surprise,surprise
You don't think they'll judge and ridicule me? (Question) ,fear,fear
"No, no, they will. I just... uh... (Answer) ",neutral,sadness
Can't wait. (Statement Non Opinion) ,neutral,neutral
Do I know you? (Question) ,surprise,neutral
"Oh my god, little Stevie Fisher? How've you been? (Question) ",surprise,joy
"Good, good, I'm a lawyer now. (Answer) ",neutral,joy
You can't be a lawyer. You're eight. (Disagreement) ,surprise,surprise
"Listen, it was nice to see you. I gotta run backstage. (Statement Non Opinion) ",joy,neutral
"Uh, wait, backstage? (Question) ",surprise,surprise
"Oh, yeah, my firm represents the band. (Answer) ",neutral,neutral
Ross. (Greeting) ,neutral,neutral
Chandler. (Greeting) ,neutral,neutral
"Look, you guys wanna meet the group? (Question) ",neutral,joy
Come on. (Command) ,neutral,neutral
"So, are you one of the ones who fooled around with my dad? (Question) ",surprise,anger
Do you have any respect for your body? (Question) ,disgust,anger
Don't you realise what you're-you're doing to yourself? (Question) ,disgust,anger
"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. (Statement Non Opinion) ",anger,anger
"The bottom line is, smoking is cool, and you know it. (Statement Non Opinion) ",neutral,joy
"Chandler? It's Alan, he wants to speak to you. (Statement Non Opinion) ",neutral,neutral
Really? (Question) ,surprise,surprise
He does? (Question) ,surprise,surprise
"Hey, buddy, what's up! (Greeting) ",joy,joy
"Oh, she told you about that, huh. (Statement Non Opinion) ",surprise,neutral
"Well, yeah, I have one now and then. (Agreement) ",neutral,neutral
"Well, yeah, now. (Agreement) ",neutral,neutral
"Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. (Statement Non Opinion) ",neutral,sadness
"Well, okay, thanks! (Acknowledge) ",joy,joy
"God, he's good. (Statement Opinion) ",joy,joy
If only he were a woman. (Statement Opinion) ,neutral,sadness
Yeah. (Agreement) ,neutral,neutral
"Oh, look look look. (Command) ",surprise,joy
The last candle's about to burn out. (Statement Non Opinion) ,neutral,neutral
"10, 9, 8, 7... ... negative 46, negative 47, negative 48.... (Statement Non Opinion) ",neutral,neutral
Thank you. (Greeting) ,neutral,joy
Thanks. (Greeting) ,neutral,joy
Kinda... spooky without any lights. (Others) ,fear,fear
Bwah-hah-hah! (Others) ,joy,joy
"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah... (Statement Non Opinion) ",joy,joy
Oh.. oh... oh. (Others) ,neutral,surprise
"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica. (Statement Non Opinion) ",neutral,sadness
You blew them away! (Statement Non Opinion) ,joy,joy
"Oh, I can't tell you how great it was to look at the crowd and see your face! (Statement Non Opinion) ",joy,joy
"I mean... uh, did you know you were mouthing the words along with me? (Question) ",neutral,surprise
I was (Answer) ,surprise,neutral
"No, it's ok! Made me feel like a rock star! (Agreement) ",joy,joy
Oh my God! I'm your (Others) ,surprise,surprise
I'd better not found you naked in my hotel room! (Statement Non Opinion) ,joy,anger
"Look, I took it too far! (Statement Non Opinion) ",joy,sadness
"Okay, Monica: Right foot red. (Others) ",neutral,neutral
Could've played (Statement Non Opinion) ,neutral,neutral
Thanks. (Acknowledge) ,neutral,joy
"Okay, Pheebs: Right hand blue. Good. (Others) ",neutral,neutral
"Hello? Oh, uh, Rachel, it's the (Greeting) ",neutral,neutral
"Oh, okay. Will you take my place? (Question) ",neutral,neutral
"Alright. Yes, this is Rachel. (Answer) ",neutral,neutral
Nooo! (Disagreement) ,surprise,anger
Hello? (Question) ,neutral,neutral
"Oh, yeah, no, I know, I-I haven't been using it much. (Statement Non Opinion) ",neutral,neutral
"Oh, well, thanks, but, I'm okay, really. (Statement Non Opinion) ",joy,neutral
Green. To the green. (Others) ,neutral,neutral
I've got magic beans. Never-never mind. (Statement Non Opinion) ,neutral,sadness
"To the left, to the left- aww! (Statement Non Opinion) ",neutral,sadness
Ohhh... I'm fine. (Statement Non Opinion) ,neutral,sadness
Hey! (Greeting) ,joy,joy
Please tell me you got the message! (Greeting) ,fear,fear
What message? (Command) ,neutral,neutral
"The actor playing Mac couldn't do it, they needed to see you at 2 o'clock. (Question) ",neutral,neutral
What?! It's 6 o'clock! (Statement Non Opinion) ,surprise,surprise
"Du-du-I wrote it, I wrote it on the board! (Question) ",fear,anger
"I wrote it on the board, then I went all over New York City looking for ya! (Answer) ",anger,anger
I went to Ross's! (Statement Non Opinion) ,neutral,neutral
I went to the coffeehouse! (Statement Non Opinion) ,neutral,neutral
I went to any place that they made sandwiches! (Statement Non Opinion) ,neutral,neutral
"That's the day you're gonna die? See--darnit, I've got shuffleboard that day. (Statement Non Opinion) ",neutral,neutral
That's what you think. (Others) ,neutral,neutral
"Well, I mean what about friends of your grandmother's? Wouldn't they have the recipe? (Question) ",neutral,neutral
"Well, y'know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse. (Statement Non Opinion) ",neutral,neutral
What was her name? (Question) ,neutral,neutral
Nestley Toulouse. (Answer) ,neutral,neutral
Nestlé Toll House? (Question) ,neutral,surprise
"Oh, you Americans always butcher the French language. (Answer) ",neutral,anger
Yes!! Oh. (Agreement) ,surprise,joy
I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time! (Acknowledge) ,anger,anger
I know! You see it is stuff like this which is why you're burning in hell!! (Agreement) ,anger,joy
"So, we're decided, no on plaid, yes on pink? (Question) ",neutral,neutral
Absolutely! (Answer) ,joy,joy
I am so on board! (Statement Non Opinion) ,joy,joy
Rachel didn't you just light that? (Question) ,neutral,surprise
"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know? Good luck, Rach. (Answer) ",neutral,sadness
I've actually been thinking about quitting lately. (Statement Non Opinion) ,neutral,sadness
"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like (Agreement) ",disgust,sadness
Tell me about it! (Command) ,neutral,neutral
Well then let's just quit! We'll just quit! Let's all quit! (Others) ,joy,anger
It does sound appealing. (Statement Non Opinion) ,neutral,neutral
"Oh, I never could do it. (Disagreement) ",joy,sadness
Oh but you could. (Disagreement) ,neutral,neutral
You can. (Statement Opinion) ,neutral,neutral
Absolutely! (Agreement) ,joy,joy
We can help each other out! (Statement Opinion) ,joy,joy
We can get--what are those--those patches! (Statement Non Opinion) ,neutral,neutral
We could be like the Patch Sisters! (Statement Opinion) ,joy,joy
"Oh y'know, we really should quit. Okay, let's quit! (Others) ",joy,joy
Yes! Great! Give me those cigs! Give it! Give it! (Command) ,joy,anger
My late husband gave me that lighter. I'm not kidding. (Statement Non Opinion) ,sadness,sadness
Okay then! (Others) ,joy,neutral
"Well, maybe it's a contest, y'know? Like, collect all five? (Question) ",neutral,neutral
"Does, um, anyone wanna see? (Question) ",neutral,neutral
Nooo.. (Answer) ,disgust,disgust
"Oh, hey, don't do that! Cut it out! (Command) ",anger,anger
It's worse than the thumb! (Statement Opinion) ,disgust,disgust
"Hey, this is so unfair! (Statement Non Opinion) ",anger,anger
"Oh, why is it unfair? (Question) ",surprise,neutral
So I have a flaw! (Answer) ,anger,sadness
Big deal! (Others) ,anger,neutral
Like Joey's constant knuckle-cracking isn't annoying? (Question) ,anger,anger
"And Ross, with his over-pronouncing every single word? (Question) ",anger,anger
"And Monica, with that snort when she laughs? (Question) ",anger,anger
"I mean, what the hell is that thing? (Question) ",disgust,anger
"...I accept all those flaws, why can't you accept me for this? (Question) ",anger,sadness
...Does the knuckle-cracking bother everybody? (Question) ,anger,neutral
"Well, I-I could live without it. (Answer) ",neutral,neutral
"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair? (Question) ",neutral,neutral
"Oh, now, don't listen to him, Pheebs, I think it's endearing. (Answer) ",neutral,joy
"Oh, ""you do, do you""? (Question) ",anger,surprise
"You know, there's nothing wrong with speaking correctly. (Statement Non Opinion) ",neutral,neutral
"""Indeed there isn't""... I should really get back to work. (Statement Non Opinion) ",joy,neutral
"Yeah, 'cause otherwise someone might get what they actually ordered. (Agreement) ",neutral,joy
"Ohh-ho-hooohhh. The hair comes out, and the gloves come on. (Statement Non Opinion) ",anger,joy
Awww! Mel Torme died. (Others) ,sadness,sadness
"Joey, that paper's like a year old! (Statement Opinion) ",neutral,neutral
Aw! Does that mean the (Others) ,sadness,sadness
Hey. (Greeting) ,neutral,neutral
Hey. (Greeting) ,neutral,neutral
You're sure? You're absolutely sure? (Question) ,neutral,fear
"Well, no. But, um, I bet she probably does. (Answer) ",neutral,neutral
Probably? (Question) ,neutral,surprise
"Yeah, I don't like that word. (Answer) ",disgust,disgust
Kind of what 'probably' really means. (Statement Non Opinion) ,neutral,neutral
"Yeah, uh-huh. (Agreement) ",neutral,neutral
"Yeah, oh, ""Your mom probably won't kill herself,"" y'know? (Question) ",anger,sadness
"I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!"" (Apology) ",anger,sadness
You gotta take care of yourselves! (Statement Non Opinion) ,neutral,anger
In (Others) ,neutral,neutral
"Bing doesn't seem so weird now, does it? (Question) ",neutral,joy
Yoo-hoo! Aaron Litman-Neurolic would like to say hello to his future bride. (Statement Non Opinion) ,joy,joy
Ohhh! Wow! He kinda takes your breath away doesn't he? (Question) ,joy,surprise
He's a keeper. How are you feeling? (Question) ,neutral,joy
"Oh, I'm fine. (Answer) ",neutral,neutral
"Can I just say, I really admire what you're doing. Just raising her all alone. (Statement Non Opinion) ",neutral,neutral
"Oh, I'm not doing it alone. I have Ross. (Disagreement) ",neutral,neutral
"Oh, sure. Now. But what happens when he meets somebody else and gets married? (Question) ",neutral,fear
"Well then he gets a divorce, it's Ross! (Statement Non Opinion) ",neutral,anger
"I'm telling you Rachel, listen to Janice. They all say they're gonna be there until they start their real family. (Statement Opinion) ",neutral,sadness
Well I--That's never gonna happen with Ross. (Statement Non Opinion) ,sadness,neutral
"Oh well that's what I thought about my first husband, now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs. (Statement Non Opinion) ",disgust,sadness
"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life? (Question) ",neutral,neutral
"And Tim I just wanna say, good luck here. (Statement Non Opinion) ",neutral,joy
Hey. Who's that? (Question) ,neutral,neutral
New people. (Answer) ,neutral,neutral
What happened to the Disgustingtons? (Question) ,neutral,disgust
They're having their baby! (Answer) ,anger,joy
It's not fair Ross we got here first! (Statement Non Opinion) ,anger,anger
