Conversation,Original_Label,Ds-r1
"To be a lawyer?  You go to law school now?  God this is, all these dead ends.",frustrated,frustrated
And plus my car is breaking down-,frustrated,frustrated
-they're evicting me from my apartment.,frustrated,sad
"Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to--",xxx,frustrated
No. I got a sixteen hundred on my S.A.T..,frustrated,excited
Something-- How are you going...?,xxx,frustrated
I'm freaking----typing sixty words a minute.,frustrated,excited
How many words a minute?,xxx,neutral
"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith.",frustrated,anger
Sixty words a minute.  That's a min...a word per min uh second.,xxx,frustrated
Yeah.  It's alright.  But--,neutral,frustrated
You could be an amazing receptionist.,xxx,happy
I'm not cut to be a receptionist.,frustrated,frustrated
No.,sad,neutral
Oh I know.  But--,frustrated,frustrated
"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",neutral,neutral
Yeah.,-,neutral
Maybe I'll just kill myself.,sad,sad
What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that.,surprise,frustrated
I was just joking...,sad,frustrated
I don't know.,xxx,neutral
"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on?",xxx,frustrated
Yeah.  I--they said Brian you're too smart.  You don't need us.,frustrated,frustrated
Go out and take over the world by yourself and I'm like what?,frustrated,surprised
But you got to be real about it.  You have to...,neutral,neutral
Yeah.  I got eighteen hundred on my S.A.T..,frustrated,happy
Sixteen hundred.,neutral,neutral
Same difference.,neutral,frustrated
Twenty-one hundred on my S.A.T..,xxx,happy
Twenty-one hundred?,neutral,surprised
But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?,frustrated,sad
"Like, wow you're really smart we're going to give you an extra [GARBAGE].",happy,frustrated
Can I help you sir?,neutral,neutral
Yes you can help me.  Where is my luggage?,anger,frustrated
Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,frustrated,frustrated
Okay.  Check.,anger,neutral
"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",frustrated,surprised
Is it there?,anger,fear
Yes.,anger,neutral
Okay and this is direct flight?,neutral,neutral
You don't know where we're at?,anger,frustrated
God.,anger,neutral
"and it's not here, they told me to go to this person, go to this person.  Now I'm at this person.",xxx,frustrated
You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neutral,frustrated
Okay.  What do you want?,anger,frustrated
How many pieces of luggage do you have checked in?,neutral,neutral
And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,anger,frustrated
No.  I'm just going to check--,frustrated,neutral
It's my mother's funeral tomorrow and the urn is in the suitcase.,anger,sad
I'm sorry sir.,neutral,sad
Yeah.,anger,neutral
I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,neutral,fear
What am I going to do tomorrow without the urn?,xxx,sad
Sir it seems to me that your luggage is um- is not here,xxx,sad
"Sherlock Holmes.  God, where's my luggage?",anger,frustrated
"Sir, Please please, I would ask you to just calm down for a second--",frustrated,fear
Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,anger,sad
"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",neutral,frustrated
What is the matter with you?,anger,frustrated
"Sir, I just...you need to calm down is what needs to happen right now.",anger,frustrated
Don't yell at me.,anger,fear
"Okay.  I'm not.  I'm sorry, I am being--",frustrated,frustrated
"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",frustrated,neutral
Oh my God.  I think a blood vessel burst in my head.,anger,fear
"Please, please",neutral,frustrated
"sir, listen to me.  Your luggage is still in Baltimore.",xxx,frustrated
What?  Are you kidding me?,anger,frustrated
"Yes.  Well, because--",neutral,frustrated
Give- Give me your manager right now.,anger,anger
I am the manager sir.,neutral,neutral
Whose daughter are you?,anger,neutral
Sir?,frustrated,neutral
Sir. Sir. Sir. Sir,anger,frustrated
What is your name?,anger,neutral
My name is Brent Caption.,anger,neutral
Now what are you going to do about it?,excited,frustrated
Can I help you sir?,neutral,neutral
Yeah.,xxx,neutral
Baltimore.,frustrated,neutral
Baltimore and this is a direct flight to LAX,neutral,neutral
Yes.,frustrated,neutral
Okay.  Let's look up here,neutral,neutral
Now what are you going to do for me different? Hmm?,frustrated,frustrated
"What I can do for you is uh we can uh report lost, lost property.",neutral,frustrated
You can report lost property?,frustrated,neutral
Yes.,neutral,neutral
"Okay.  I'm leaving LA tomorrow for San Diego, driving there.  So, I'm going to leave without all my lost property?  That's what you want me to do? um",frustrated,frustrated
"Well sir, if if...what I believe has happened is most of the flight was left--",neutral,frustrated
"Like the luggage, the luggage on the flight.",neutral,neutral
Wow.  This is an incompetent airline isn't it?  Are you--?,xxx,frustrated
We- I mean-,-,frustrated
"Well, we can give you um- hotel lodging for a night if that--",neutral,neutral
I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?,anger,surprised
For tonight- For tonight sir.  Would you need to stay somewhere tonight?,neutral,neutral
Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.,anger,surprised
Sir I understand that but just--,neutral,frustrated
"Okay, so you can put me in Holiday Inn for twenty dollar a night?",anger,surprised
Did you have your name tags on the luggage?,neutral,neutral
Of course I had my name tags on the luggage.,anger,frustrated
"Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",neutral,neutral
I need you to help me out here.  Can you get on the phone and get the luggage over on the fastest flight you can and then maybe I won't get you fired.,frustrated,frustrated
"If not, I'm going to get your name, I'm going to talk to your boss, whoever...I'm never going to fly...my business is never going to fly Delta again.",frustrated,anger
I work for IBM.,neutral,neutral
"Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,",neutral,sad
"I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--",neutral,frustrated
"You misplace a lot of, eight pieces of luggage.",anger,frustrated
Are you kidding me?,anger,frustrated
Who are you going to fire because of that?,anger,anger
"Well we have some people back there that need some firing so, but I would just really appreciate--",neutral,frustrated
"Wow.  This has never happened before.  I've not lost,",anger,surprised
in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.,anger,frustrated
This is the worst customer service I've ever gotten before.,anger,frustrated
Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,anger,frustrated
We already have been confirmed that it will be arriving in--uh--in about two days.,frustrated,neutral
"Uh, we can't--",frustrated,frustrated
Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,anger,frustrated
"Yes sir, Yes.",neutral,neutral
We can have them direct your luggage to San Diego.,neutral,neutral
Okay.  And you're going to give me what for my inconvenience?,frustrated,frustrated
Uh--,neutral,neutral
Some refreshments in the lobby?,neutral,neutral
Some peanuts?  Wow.  That helps a lot.,anger,frustrated
"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",anger,frustrated
eh- we actually--,frustrated,frustrated
I will never do business with Delta again.,anger,anger
How's it going?  How are you feeling?,sad,neutral
Hanging in there?,sad,neutral
Yeah.,sad,neutral
Yeah.,sad,neutral
You guys were real close huh?,sad,neutral
He was my only friend growing up.,sad,sad
no one else would talk to me but he would.,sad,sad
He was supposed to be the best man at my wedding.,sad,sad
I'm so sorry.,sad,sad
Yeah.,sad,neutral
You know I was always the one to tell him to be more wild you know?,sad,neutral
Yeah.,xxx,neutral
And he just took it overboard.,sad,frustrated
What happened?  What went wrong?,sad,frustrated
his girlfriend got killed too.,sad,sad
How are they?,sad,neutral
The mother and father died--,sad,sad
" -do I miss him or do I hate him, you know?",sad,frustrated
Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,sad,neutral
Thanks.,-,happy
We're all here for you.,sad,happy
