Sentence,Original_Label,DeepSeek
And this isn't the first time you know?  I mean you always...sending you off to different places and... (sad) ,Statement Non Opinion ,Statement Opinion
Well that's the kind of work I'm in honey. (sad) ,Statement Non Opinion ,Statement Opinion
You tell her-- [BREATHING] (sad) ,Statement Non Opinion ,Command
I'm done.  I can't honey. (sad) ,Statement Non Opinion ,Statement Opinion
What do you mean? (sad) ,Question,Question
It's over. (sad) ,Statement Non Opinion ,Statement Opinion
What? (surprise) ,Question,Question
Honey I can't do it anymore. (sad) ,Answer,Statement Opinion
What am I going to do? (frustrated) ,Question,Question
"Priorities honey, priorities. (frustrated) ",Statement Opinion,Statement Opinion
I want to--what am I going to do if I leave this job? (frustrated) ,Question,Question
You're smart.  You could go back to school-- (frustrated) ,Answer,Statement Opinion
finish your Master's that you were started never finished. (frustrated) ,Statement Opinion,Statement Non Opinion
Fine.  I'll see if I can talk to them. (frustrated) ,Agreement,Statement Opinion
[LAUGHTER] Guess who just got hitched? (excited) ,Question,Statement Opinion
Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask? (surprise) ,Question,Question
This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes. (excited) ,Statement Non Opinion ,Statement Opinion
Okay we were at Chuck E. Cheese. (excited) ,Answer,Statement Non Opinion
"Chuck E. Cheese?  Ah, man that is so lame. (excited) ",Statement Opinion,Statement Opinion
Are you serious [GARBAGE] man? (excited) ,Question,Question
American Pie? Ah. (xxx) ,Question,Statement Non Opinion
"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay. (excited) ",Statement Non Opinion ,Statement Opinion
"Barry what's this?  And I go, I don't know.  She goes-- (xxx) ",Statement Non Opinion ,Statement Non Opinion
She calls you Barry? (xxx) ,Question,Question
That's my name. (xxx) ,Answer,Statement Non Opinion
"Oh, okay.  Well I call you Joe cause you're middle name Joseph. (xxx) ",Statement Non Opinion ,Statement Non Opinion
"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty. (xxx) ",Statement Opinion,Statement Opinion
[LAUGHTER] So nasty. No you... dirty me? (excited) ,Question,Statement Opinion
Sara and I-- (happy) ,Statement Non Opinion ,Statement Non Opinion
She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese. (happy) ,Statement Opinion,Statement Opinion
"Oh, man. How old are you? Five? (xxx) ",Question,Question
She wanted...she always wants something spontaneous. (happy) ,Statement Non Opinion ,Statement Opinion
"Yeah.  That's, you know, okay. (neutral) ",Agreement,Acknowledge
"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway? (happy) ",Statement Non Opinion ,Statement Opinion
"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey (happy) ",Statement Opinion,Statement Opinion
So Okay then and. (happy) ,Backchannel,Acknowledge
You had the mouse? (happy) ,Question,Question
Isn't it a rat?  It's a rat.  Chuck E. Cheese? (neutral) ,Statement Non Opinion ,Question
Okay. [LAUGHTER] (xxx) ,Agreement,Acknowledge
"You're my guiding light, then they put on that song the I've had the time of my life, that song. (happy) ",Statement Non Opinion ,Statement Opinion
Oh my God. (xxx) ,Backchannel,Acknowledge
"Okay, that is really cheesy Joe. (happy) ",Statement Opinion,Statement Opinion
"And I go, I want to spend the rest of my life with you. (xxx) ",Statement Non Opinion ,Statement Non Opinion
Oh that's kind of sweet. (happy) ,Statement Opinion,Statement Opinion
"You marry me. I man I Jane, you Tarzan. (excited) ",Statement Opinion,Command
"No. Well that's what I said, spur of the moment--and she goes, she goes, (xxx) ",Statement Non Opinion ,Disagreement
Sure?  Who says sure?  You say yes...I don't like-- (happy) ,Statement Opinion,Statement Opinion
"Yeah, she goes-- (xxx) ",Statement Non Opinion ,Statement Non Opinion
Cause she was a little confused at first but then she said yes. (xxx) ,Statement Non Opinion ,Statement Non Opinion
How long have you guys been going out? (happy) ,Question,Question
About two and a half weeks. (neutral) ,Answer,Statement Non Opinion
What? (surprise) ,Question,Acknowledge
Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for (surprise) ,Statement Non Opinion ,Statement Opinion
"You got to meet her, she's wonderful. (happy) ",Statement Opinion,Statement Opinion
What? Oh my god. (xxx) ,Question,Acknowledge
She must be hot. (happy) ,Statement Opinion,Statement Opinion
"Yeah, that's it.  She's hot and you are- getting married. (xxx) ",Statement Opinion,Statement Opinion
"Yeah, she is good-looking. (happy) ",Agreement,Statement Opinion
I cannot believe you.  Why do you want to get married?  You're a boy.  You're a little boy. (xxx) ,Statement Opinion,Question
I'm twenty eight years old. (neutral) ,Statement Non Opinion ,Statement Non Opinion
Oh man. (xxx) ,Backchannel,Acknowledge
What?  Eighteen? (xxx) ,Question,Question
She just...she just...we're in a good position too.  She just got promoted to assistant manager at Jack In The Box (xxx) ,Statement Non Opinion ,Statement Non Opinion
 -and so... yeah. (xxx) ,Backchannel,Acknowledge
Wow. Very promising.  Yeah.  Very promising future and what are you doing? (xxx) ,Question,Statement Opinion
I'm still working at my parents' restaurant. Busing tables. (neutral) ,Answer,Statement Non Opinion
Alright. Yeah.  Have a kid.  Make a beautiful life. (xxx) ,Agreement,Command
Oh that's great. My mom said we can move in with her again if we run out of money. (happy) ,Statement Non Opinion ,Statement Opinion
What's going on man?  What's wrong? (xxx) ,Question,Question
I'm just so tired all the time. (sad) ,Answer,Statement Non Opinion
"Well have you been trying to get a job, look for a job or...? (neutral) ",Question,Question
I've been looking for like eight months. (frustrated) ,Answer,Statement Non Opinion
I know.  It- It's really tough out there.  It's really hard to find a job. (frustrated) ,Agreement,Statement Opinion
"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education. (frustrated) ",Statement Opinion,Statement Opinion
Well what are you looking for?  I mean-- (neutral) ,Question,Question
Last time someone told me I was too qualified. (xxx) ,Statement Non Opinion ,Statement Non Opinion
"Well, okay. Well that's-- (neutral) ",Backchannel,Acknowledge
Cause I went to Harvard. (anger) ,Statement Non Opinion ,Statement Non Opinion
You know what?  I've been working at temp jobs for the past six months.  You know how degrading it is? (frustrated) ,Question,Statement Opinion
Yeah. (sad) ,Answer,Backchannel
To be a receptionist?  Oh I spent forty thousand dollar a year for my college degree and I'm a receptionist.  God. (xxx) ,Statement Non Opinion ,Statement Opinion
Yeah. (sad) ,Agreement,Backchannel
I'm smarter than half the people I work for. (anger) ,Statement Opinion,Statement Opinion
"Well, what do you...what would ideally like to do, you know? (xxx) ",Question,Question
I don't know astronaut?  I don't know something crazy like that. (frustrated) ,Answer,Statement Opinion
Well what'd you major in? (excited) ,Question,Question
Biomedical Engineering. (frustrated) ,Answer,Statement Non Opinion
"You-You can't be working as a restaurant manager, I mean, come on. (xxx) ",Statement Opinion,Statement Opinion
"You know if you need any help finding a place I can, I can talk to my work you know I work at that law firm downtown and I can ask if they're looking for anybody. (xxx) ",Statement Opinion,Statement Opinion
Oh yeah?  What kind of jobs they got? (neutral) ,Question,Question
I am...just like a law clerk. (neutral) ,Answer,Statement Non Opinion
I don't want to be a law clerk. (disgust) ,Statement Non Opinion ,Statement Opinion
Yeah. (-) ,Backchannel,Backchannel
"Well, I'm moving up.  I mean it could be... (neutral) ",Statement Non Opinion ,Statement Opinion
"To be a lawyer?  You go to law school now?  God this is, all these dead ends. (frustrated) ",Statement Opinion,Statement Opinion
And plus my car is breaking down- (frustrated) ,Statement Non Opinion ,Statement Non Opinion
-they're evicting me from my apartment. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
"Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to-- (xxx) ",Statement Opinion,Statement Opinion
No. I got a sixteen hundred on my S.A.T.. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
Something-- How are you going...? (xxx) ,Question,Question
I'm freaking----typing sixty words a minute. (frustrated) ,Answer,Statement Non Opinion
How many words a minute? (xxx) ,Question,Question
"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith. (frustrated) ",Answer,Statement Opinion
Sixty words a minute.  That's a min...a word per min uh second. (xxx) ,Statement Non Opinion ,Statement Non Opinion
Yeah.  It's alright.  But-- (neutral) ,Agreement,Acknowledge
You could be an amazing receptionist. (xxx) ,Statement Opinion,Statement Opinion
I'm not cut to be a receptionist. (frustrated) ,Statement Non Opinion ,Statement Opinion
No. (sad) ,Disagreement,Disagreement
Oh I know.  But-- (frustrated) ,Agreement,Acknowledge
"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know? (neutral) ",Statement Opinion,Statement Opinion
Yeah. (-) ,Backchannel,Backchannel
Maybe I'll just kill myself. (sad) ,Statement Opinion,Statement Opinion
What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that. (surprise) ,Statement Opinion,Command
I was just joking... (sad) ,Statement Non Opinion ,Statement Non Opinion
I don't know. (xxx) ,Statement Non Opinion ,Statement Non Opinion
"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on? (xxx) ",Question,Question
Yeah.  I--they said Brian you're too smart.  You don't need us. (frustrated) ,Answer,Statement Non Opinion
Go out and take over the world by yourself and I'm like what? (frustrated) ,Statement Non Opinion ,Statement Opinion
But you got to be real about it.  You have to... (neutral) ,Statement Opinion,Statement Opinion
