"_texto_CONCATENAR(#¡REF!,"" ("",G1,"") "")",Original_Label,DeepSeek_r1
"Yes, I like it an hour a day.  If I have to grub for money all day long, at least at evening I want it beautiful. (Answer) ",frustrated,neutral
I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it? (Statement Non Opinion ) ,frustrated,frustrated
You mean-tell me something you mean you'd really leave the business? (Question) ,frustrated,surprised
Yes on this I would. (Answer) ,xxx,neutral
Well you don't want to think that way. (Statement Opinion) ,xxx,neutral
Then you help me stay here. (Command) ,frustrated,neutral
Alright but don't think that way (Statement Non Opinion ) ,anger,neutral
"because what the hell did we work for?  This whole shooting match is just for you, Chris. (Statement Non Opinion ) ",anger,frustrated
I know.  Just you help me stay here. (Agreement) ,frustrated,neutral
But don't think that way.  You hear me? (Question) ,anger,frustrated
I am thinking that way. (Answer) ,xxx,neutral
I don't understand you do I? (Question) ,xxx,sad
No.  I'm a pretty tough guy. (Answer) ,xxx,neutral
Yeah.  I can see that. (Statement Non Opinion ) ,anger,neutral
Why did he invite her? (Question) ,anger,frustrated
Why does that bother you? (Question) ,neutral,neutral
It's been three years.  Why all of a sudden? (Question) ,anger,frustrated
Well maybe- maybe he just wanted to see her again. (Answer) ,neutral,neutral
Don't look at me like that.  He didn't tell me anymore than he told you. (Command) ,xxx,frustrated
She's not going to marry him. (Command) ,xxx,anger
How do you know he's even thinking about it? (Question) ,neutral,neutral
It's got that about it. (Answer) ,xxx,frustrated
Listen kid. (Command) ,frustrated,neutral
"No, line. (Disagreement) ",anger,frustrated
"Uh, Then why is she still-she's not his girl, Joe (Statement Opinion) ",neutral,neutral
"She's not his girl, Joe.  She knows she's not. (Statement Opinion) ",anger,sad
Probably a hundred people told her she's foolish but she's waited. (Answer) ,anger,sad
How do you know why she waited? (Question) ,frustrated,neutral
Because she knows what I know that's why.  She's faithful as a rock. (Answer) ,anger,frustrated
"In my worst moments, I think of her waiting and I know again that I'm right. (Statement Opinion) ",frustrated,sad
Look it's a nice day.  What are we arguing for? (Question) ,frustrated,neutral
"Nobody in this house dares take her faith away, Joe.  Strangers might but not his father, not his brother. (Statement Opinion) ",frustrated,anger
What do you want me to do? (Question) ,frustrated,frustrated
"I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her.  I won't stand for any nonsense. (Answer) ",xxx,anger
But Kate- (Backchannel) ,frustrated,neutral
"Because if he's not coming back, I'll kill myself. (Statement Opinion) ",frustrated,sad
"Laugh, laugh at me, but why did that happen the very night she came back? (Statement Non Opinion ) ",xxx,frustrated
"She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe- (Statement Non Opinion ) ",anger,fear
Calm yourself. (Command) ,frustrated,neutral
"Believe with me, Joe.  I can't stand alone. (Statement Non Opinion ) ",frustrated,sad
Calm yourself. (Command) ,frustrated,neutral
Just last week a man showed up in Detroit missing longer than Larry.  You read it yourself. (Statement Non Opinion ) ,frustrated,excited
Alright.  Alright.  Calm yourself. (Command) ,frustrated,neutral
You above all have got to believe.  You. (Command) ,frustrated,anger
Why me above all? (Question) ,frustrated,surprised
Just don't stop believing. (Answer) ,frustrated,sad
"What does that mean, me above all?  Look at you.  You're shaking. (Statement Non Opinion ) ",anger,surprised
I can't help it. (Statement Opinion) ,frustrated,fear
What have I got to hide?  What the hell is matter with you Kate? (Question) ,frustrated,frustrated
You're the only one I know who loves his parents. (Statement Non Opinion ) ,xxx,neutral
I know it went out of style didn't it? (Question) ,xxx,neutral
It's okay.  It's a good thing. (Answer) ,xxx,neutral
You know it's lovely here.  The air is sweet. (Statement Opinion) ,xxx,happy
You're not sorry you came. (Question) ,xxx,neutral
"Not sorry, no but I'm not staying. (Answer) ",xxx,neutral
Well. (Backchannel) ,xxx,neutral
You saw that and you- you've been kind of- (Statement Non Opinion ) ,xxx,neutral
What? (Question) ,anger,neutral
Well kind of embarrassed ever since I got here. (Answer) ,xxx,sad
The trouble is I planned on sneaking up on you over a period of a week or so but they take it for granted that we're all set. (Statement Non Opinion ) ,xxx,frustrated
"I knew they would, your mother anyway. (Agreement) ",xxx,neutral
Wouldn't you want to? (Question) ,xxx,neutral
I guess you know this is why I asked you to come. (Statement Opinion) ,neutral,neutral
I guess this is why I came. (Statement Opinion) ,happy,neutral
"Ann, I love you.  I love you a great deal.  I love you. (Statement Opinion) ",happy,happy
I have no imagination that's all I know to tell you. (Statement Non Opinion ) ,happy,neutral
I'm embarrassing you.  I didn't want to tell it to you here.  I (Statement Non Opinion ) ,happy,sad
"wanted some place we'd never been, a place where we'd be brand new to each other. (Statement Opinion) ",xxx,excited
"You think this is wrong, this chair, this yard.  I want you to be ready for me.  I don't want to win you away from anything. (Statement Opinion) ",xxx,neutral
"Chris, I've been ready a long, long time. (Statement Non Opinion ) ",happy,happy
And he's gone forever.  You're sure? (Question) ,neutral,neutral
I almost got married two years ago. (Answer) ,xxx,neutral
Why didn't you? (Question) ,xxx,neutral
You started to write me. (Answer) ,happy,neutral
You felt something that far back? (Question) ,xxx,surprised
Every day since. (Answer) ,happy,happy
"Ann, why didn't you let me know? (Question) ",xxx,frustrated
"I was waiting for you, Chris.  Till then you never wrote and then when you did what did you say.  I mean you sure can be ambiguous you know. (Answer) ",happy,frustrated
"Give me a kiss, Ann.  Give me a-God I kissed you. (Command) ",happy,excited
"I kissed Annie.  How long, how long I've been waiting to kiss you. (Statement Opinion) ",happy,happy
I'll never forgive you.  Why did you wait all these years?  All I've done is sit and wonder if I was crazy for thinking of you. (Statement Opinion) ,happy,frustrated
"Annie, we're going to live now.  I'm going to make you so happy. (Statement Opinion) ",happy,happy
Not like that you're not. (Statement Opinion) ,xxx,frustrated
I kissed you. (Statement Non Opinion ) ,xxx,neutral
"Like Larry's brother.  Do it like you, Chris. (Statement Opinion) ",xxx,neutral
What is it Chris? (Question) ,xxx,neutral
Let's drive some place.  I want to be alone with you. (Answer) ,xxx,excited
"No.  What is it Chris, your mother? (Question) ",xxx,neutral
"No, nothing like that. (Answer) ",sad,neutral
Well then what's wrong?  Even in your letters there was something ashamed. (Question) ,xxx,frustrated
Yes.  I suppose I have been but it's going from me. (Answer) ,sad,neutral
You've got to tell me. (Command) ,xxx,frustrated
I don't know where to start. (Statement Non Opinion ) ,frustrated,frustrated
It wouldn't work this way. (Statement Non Opinion ) ,xxx,neutral
There's so many things mixed up. (Statement Non Opinion ) ,sad,frustrated
You remember overseas I was in command of a company? (Question) ,sad,neutral
"Yeah, sure. (Answer) ",neutral,neutral
Well I lost them. (Statement Non Opinion ) ,sad,sad
How many? (Question) ,sad,neutral
Just about all. (Answer) ,sad,sad
"Oh, gees. (Backchannel) ",xxx,surprised
It takes a lot of time to toss that off because they weren't just men. (Statement Opinion) ,sad,sad
"For instance, one time it had been raining several days and this kid came to me and gave me his last pair of dry socks. (Statement Non Opinion ) ",sad,sad
I put them in my pocket. that's only a little thing but these are the kind of guys I had. (Statement Non Opinion ) ,sad,sad
They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today. (Statement Opinion) ,sad,sad
"And I got this idea watching them go down.  Everything was being destroyed see, but it seemed to me that there was one new thing that was made (Statement Opinion) ",sad,neutral
a sort of responsibility man for man.  You understand me? (Question) ,sad,neutral
And then I came home and it was amazing. (Statement Non Opinion ) ,sad,sad
There was no meaning in it here. (Statement Opinion) ,xxx,sad
The whole thing to them was sort of a bus accident. Then I went to work with father and that whole rat race again. (Statement Non Opinion ) ,xxx,frustrated
"I felt, what you said, ashamed somehow (Statement Non Opinion ) ",sad,sad
because nobody was changed at all.  It seemed to make suckers out of a lot of guys. (Statement Non Opinion ) ,sad,sad
"I felt wrong to be alive, to open the new bank book, to drive the new car, to see the new refrigerator. (Statement Non Opinion ) ",sad,sad
I mean you can take those things out of war but (Statement Opinion) ,xxx,neutral
"when you drive the new car, you have to know that it came out of the love a man can have for a man.  You've got to be a little better because of that. (Statement Opinion) ",sad,neutral
Otherwise what you have is really just loot and there's blood on it.  I didn't want to take any of it. (Statement Opinion) ,sad,anger
I guess that included you. (Statement Opinion) ,sad,sad
And do you still feel that way? (Question) ,xxx,neutral
"I want you now, Annie. (Answer) ",xxx,happy
"Because you mustn't feel that way anymore because you have a right to whatever you have, Chris, do you understand, everything (Statement Opinion) ",xxx,neutral
that includes me.  And your money there's nothing wrong in your money.  Your father put hundreds of planes in the air. (Statement Opinion) ,xxx,neutral
You should be proud.  A man should be paid for that. (Statement Opinion) ,xxx,happy
"Annie, Annie I'm going to make a fortune for you. (Statement Opinion) ",happy,excited
What'll I do with a fortune? (Question) ,happy,happy
What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better. (Question) ,happy,excited
"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid to miss it.  How you doing? (Question) ",xxx,fear
Fine. (Answer) ,neutral,neutral
"Is that, is that-that's just foam isn't it?  I can't even tell (Statement Non Opinion ) ",excited,fear
"although if you can't tell, it probably isn't them.  It will probably be unmistakable.  Don't you think?  How you doing? (Question) ",xxx,neutral
